providerName,contactInfo,address,region,province,city,remarks,providerCode
JEAMAC DIAGNOSTIC CENTER (JEFFTY C. CASTILLON MEDICAL CLINIC),TEL.#: (034) 476-2042; CP.#: 09159612820,"JC BUILDING MOHON, BARANGAY BENICUIL, KABANKALAN CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,KABANKALAN,,11640
JEAMAC DIAGNOSTIC CENTER (FOR DIAGNOSTIC AND LABORATORY PROCEDURES ONLY),CP: (0917) 538-8270,"POBLACION - BARANGAY 2, SIPALAY CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,SIPALAY,,13112
MCS DIAGNOSTIC CENTER,TEL: (034) 709-6065,"LOYOLA BLDG., HILADO ST. COR. LN AGUSTIN DRIVE (FORMER MALASPINA ST.), BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,11454
MCS DIAGNOSTIC CENTER-BURGOS-LOCSIN,TEL: (034) 466-1307; CP.#: 0931-149-9586,"GUANZON BUILDING, BURGOS LOCSIN STS, BARANGAY 9 (FRONTING CLMMRH EMERGENCY ENTRANCE), BACOLOD CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,13044
MCS DIAGNOSTIC CENTER - SAN CARLOS,TEL: (034) 709-6065,"DOOR 1&3 C. LEDESMA AVENUE, COR. ILANG-ILANG ST., SAN CARLOS ST., NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,SAN CARLOS,,11456
NCD CLINICAL LABORATORY (FOR LABORATORY ONLY),TEL #: (034) 399-3613,"PAZ AVENUE-CORNER GRACIA STREET, BARANGAY 19-A, CANETOWN SUBDIVISION, VICTORIAS CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,VICTORIAS,,12693
MEDI-LINK SERVICES INC.,TEL. # (034) 434-6820/435-1851; TELEFAX: 435-1852,"BS AQUINO DRIVE, BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,10004
"MP ANALYSIS & LABORATORY, INC.",TEL.# 034-4632693 / 709-8029 / 435-3766; CP.#: 0998-8417225; 0917-8475160,"VLI MEDICAL PLAZA, CAPITOL BUSINESS CENTER, BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,10848
"M-3 DIALYSIS CENTER, INC.-BACOLOD CITY (M-3 DIALYSIS CENTER, INC.)",TEL.# (034) 707-0499; 435-5036; CP.#: 0949-3934840,"2/F DOOR NO.1 NORD MEDICAL HUB 101 B. S. AQUINO DRIVE, BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,12756
"M-3 DIALYSIS CENTER, INC.-TINDALO (M-3 DIALYSIS CENTER, INC.)",TEL.# (034) 703-2325; 446-0071; CP.#: 0918-4522097,"TINDALO AVENUE, VILLAMONTE, BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,12757
Q DIAGNOSTIC CENTER,TEL.# (034) 441-6723; 703-2271; 707-1739,LKC BLDG. CORNER LOCSIN-BURGOS ST. BACOLOD CITY,REGION VI,NEGROS OCCIDENTAL,BACOLOD,,11602
P.A. PEREZ PHYSIOTHERAPY CENTER,CP.#: 0925-8111008,"ROOM 714, 7TH FLOOR, NORD MEDICAL  HUB, B.S. AQUINO AVENUE, BARANGAY VILLAMONTE, BACOLOD CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,13034
"PLACE OF WELLNESS AND EFFECTIVE REHABILITATION (POWER HEALING CENTER), INC.",CP.#: (0908) 880-9688,"NEW BUILDING, THE DOCTORS HOSPITAL, BS AQUINO DRIVE, BARANGAY VILLAMONTE, BACOLOD CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,13928
THERAPYBCD PHYSICAL THERAPY SERVICES,CP: (0915) 877-5120,"UNIT 104, JTL BLDG., CORNER 17TH LACSON ST., & BS AQUINO DRIVE, BRGY. 5, BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,14096
"THERA PEIA MEDICA LABORATORY & MEDICAL CLINIC, CO.",TEL.#: (034)435-3498,"DOOR 1&2 JP & D, HERVIAS HERITAGE SQUARE BLDG., BURGOS ST., BACOLOD CITY",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,11193
"VILLANUEVA CLINICAL LABORATORY (W.J. VILLANUEVA, INC.)-MAIN BRANCH  (FOR LABORATORY ONLY)",TEL.#: (034) 433-5277; 433-3935; CP.#: 0918-7061665,"#8 16TH ST., COR. LACSON ST., BACOLOD CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,BACOLOD,,11801
VILLANUEVA CLINICAL LABORATORY-BAGO BRANCH  (FOR LABORATORY ONLY),TEL.#: (034) 461-0706; CP.#: 0918-7061665,"2ND ST., MARHIL SUBD., BAGO CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,BAGO,,11802
"VILLANUEVA CLINICAL LABORATORY (W.J. VILLANUEVA, INC.)-KABANKALAN BRANCH  (FOR LABORATORY ONLY)",TEL.#: (034) 471-0013; CP.#: 0918-7061665,"PUER SANCTUS BLDG., GUANZON ST. BRGY. I, KABANKALAN CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,KABANKALAN,,11812
"VILLANUEVA CLINICAL LABORATORY (W.J. VILLANUEVA, INC.)-LA CARLOTA BRANCH  (FOR LABORATORY ONLY)",TEL.#: (034) 460-2574; 460-2574; CP.#: 0918-7061665,"COR. RIZAL/ YUNQUE ST., LA CARLOTA CITY, NEGROS OCCIDENTAL",REGION VI,NEGROS OCCIDENTAL,LA CARLOTA,,11813
SPEEDCHECK DIAGNOSTIC CENTER,CP: (0945) 217-8625,"RM102/202 MPPE BLDG., SIMEON AGUILAR ST., POBLACION. ILAWOD, PASSI CITY, ILOILO",REGION VI,ILOILO,PASSI,,13699
316 DIAGNOSTIC + LABORATORY INC. (FOR LABORATORY ONLY),TEL.#: (038) 411-2677; 0998-5967527(0906) 908-2760; (0917) 951-2900,"LIM HONG KHU MEDICAL ARTS & WELLNESS CENTER, GALLARES ST., POBLACION 2, TAGBILARAN CITY, BOHOL",REGION VII,BOHOL,TAGBILARAN,,12688
BEST DIAGNOSTIC CORPORATION - TAGBILARAN,TEL.#: (038) 412-7280; CP: 0908-892-1435,"0029 MIGUEL PARRAS ST. POBLACION 2, TAGBILARAN CITY, BOHOL",REGION VII,BOHOL,TAGBILARAN,,11508
BOHOL FAMILY WELLNESS MEDICAL AND DIAGNOSTIC CENTER INC.,CP. #: (0917) 124 9400,"ALEX AVENUE COMMERCIAL BLDG. CPG EAST, BRGY. MANSASA, TAGBILARAN CITY, BOHOL",REGION VII,BOHOL,TAGBILARAN,,14102
ASSOCIATED EYE SPECIALIST ( CEBU ) CO. (FORMERLY: ACES LASER & SURGICENTER-PERPETUAL SUCCOUR) ,TEL: (032) 272-9150,"6F SPC SPECIALTY BLDG., PERPETUAL SUCCOUR HOSPITAL GORORDO AVE., CEBU CITY",REGION VII,CEBU,CEBU CITY,,12602
ASSOCIATED EYE SPECIALIST ( CEBU ) CO. (FORMERLY: ACES LASER & SURGICENTER-VELEZ),TEL: (032) 255-2821,10TH FLOOR VELEZ MEDICAL ARTS BUILDING V.RANUDO STREET CEBU CITY,REGION VII,CEBU,CEBU CITY,,10664
ADVANCE HEALTH SERVICES COOPERATIVE,TEL.#:(032) 520-3214 CP.#0933-4713975,"PCF BLDG. #20 M. ZOSA ST. CAPITOL SITE, CEBU CITY",REGION VII,CEBU,CEBU CITY,,12828
"ASIA RENAL CARE PHILIPPINES, INC.- CEBU J LLORENTE"," FAX: (032)255-1120 MOBILE: 0917-8094193, 09178410350","G/F CKU BLDG., J. LORENTE ST. CAPITOL SITE, CEBU CITY",REGION VII,CEBU,CEBU CITY,,11691
ACTIVEONE HEALTH INC-CEBU,TEL.#:   (032) 2366986; CP.#:0917-3169764,"GROUND FLOOR, I2 BUILDING, CEBU IT PARK JOSE MARIA DEL MAR AVENUE, LAHUG, CEBU CITY",REGION VII,CEBU,CEBU CITY,,11733
AGUANTA MEDICAL AND DIAGNOSTIC CENTER CORP. ,CP.#.: 0995-3973230; 0947-3589379,"2ND FLOOR CHRISTIANY BUILDING, D.C SANCHEZ STREET, BARANGAY SANTA CRUZ-SANTO NINO (POBLACION), BALAMBAN, CEBU",REGION VII,CEBU,BALAMBAN,,13005
BALANCE EQUILIBRIUM AND DIZZINIESS CENTER INC.,TEL.#: (032) 513-0492,"RM. 201 CEBU LONG SE TEMPLE BLDG., COR. JASMIN ST., OSMEÑA BLVD., CEBU CITY",REGION VII,CEBU,CEBU CITY,,11232
"BREATHE ALWAYS GOOD AIR, INC.-PERPETUAL SUCCOUR HOSPITAL (BREATHE ALWAYS GOOD AIR, INC.)","TEL.#: (032)233-8620, 232-2425","PERPETUAL SUCCOUR HOSPITAL, GORORDO AVE., LAHUG, CEBU CITY 6000",REGION VII,CEBU,CEBU CITY,,12461
CARCAR WOMEN & CHILDREN'S POLYCLINIC & LABORATORY,TEL.#: (032) 487-8458,"BARACA POBLACION II CARCAR CITY, CEBU",REGION VII,CEBU,CARCAR,,11511
CARE AND CURE HUB,"TEL.#: (032)416-5899, 0927-6771-451","BASEMENT 2, AYALA CENTER CEBU, CEBU BUSINESS PARK",REGION VII,CEBU,CEBU CITY,,11120
CEBU DIGITAL HEARING SOLUTIONS INC.,TEL.#: 032-253-6189,"UNIT 11, CENTURY PLAZA, JUANA OSMEÑA ST., CEBU CITY",REGION VII,CEBU,CEBU CITY,,11328
CEBU DIGITAL HEARING SOLUTIONS INC-CONSOLACION,TEL.#: (032) 340-5068; CP.#: 0939-2620528; 0945-7125140,"CPG ARCADE, NORTH ROAD, BRGY. PITOGO, CONSOLACION, 6001, CEBU",REGION VII,CEBU,CONSOLACION,,13084
CEBU ORTHOPAEDIC INSTITUTE COMPANY,TEL.#: (032) 239 2211,"ROOM 401, 4TH FLOOR, ROBINSON'S CYBERGATE, DON GIL GARCIA ST, CEBU CITY, 6000 CEBU",REGION VII,CEBU,CEBU CITY,,11697
CEBU SAGRADA CORAZON HEALTH SERVICES INC.,TEL.#: (032) 479-5645,"G/F ,GMC PLAZA BUILDING, LEGASPI EXTENSION, CORNER M.J.CUENCO AVENUE, CEBU CITY",REGION VII,CEBU,CEBU CITY,,11832
"CEBU SPECIALISTS AMBULATORY CARE CENTER, INC.",TEL. #: (032) 417-5173; 343-4745,"2ND FLOOR BAI CENTER CEBU SOUTH ROAD, BASAK SAN NICOLAS, CEBU CITY",REGION VII,CEBU,CEBU CITY,,11816
CEBU UROLOGIC INSTITUTE,"TEL.#: (032)233-8620, 231-8416 TO 17","8/F  SPC MEDICAL SPECIALTY CENTER, PERPETUAL SUCCOUR HOSPITAL GORODO AVE., CEBU CITY",REGION VII,CEBU,CEBU CITY,,10621
"CENTER FOR HEALTH SERVICES, INC. - CEBU",CP.#: 0943-7251822,"G/F, UNIT 12, THE NORTH ATRIUM BLDG., M. C. BRIONES ST., HI-WAY, CORNER A. S. FORTUNA ST. MANDAUE CITY, CEBU",REGION VII,CEBU,CEBU CITY,,10827
COMCARE DIAGNOSTIC LABORATORY (FORMERLY: COMCAREPH (JJT HEALTH SOLUTIONS INCORPORATED),"CP: (0960) 277-3552, (0926) 728-9922","UNIT B8, JAMESTOWN, INTERNATIONAL MANTAWE AVE., BRGY. GUIZO, MANDAUE CITY, CEBU",REGION VII,CEBU,MANDAUE,,14132
"COR IESU MEDICAL CLINIC, LABORATORY, XRAY & PHARMACY",CP.#: 0949-9939358,"NATIONAL HIGHWAY, BARANGAY PONDOL, BALAMBAN, CEBU",REGION VII,CEBU,BALAMBAN,,12991
"CUPSI CENTER FOR WOMEN'S HEALTH, INC.","TEL.#: (032)254-5063, 254-6634, 254-2380; TELEFAX: (032)418-7588, 418-7499","2 B. RODRIGUEZ ST. FUENTE OSMEÑA, CEBU CITY",REGION VII,CEBU,CEBU CITY,,10472
ENT PRODUCTS & HEARING CENTER CORP.,"TEL.#: (032)254-2029, 412-4537","M-03 CEBU LONG SE TEMPLE, OSMEÑA BLVD. COR. JASMIN ST., CEBU CITY",REGION VII,CEBU,CEBU CITY,,11234
HEALTH ATTRACTION DIAGNOSTIC CENTER,TEL.# 032-260-3959,"301 F. RAMOS ST., LYDEN BLDG., COGON , CEBU CITY",REGION VII,CEBU,CEBU CITY,,11490
HEALTH SO GOOD CLINICS AND DIAGNOSTICS (HSG CLINICS & DIAGNOSTICS CENTER),"TEL.#: (032) 407-4462, CP: (0917) 790-0474","2ND FLR. UNIT 24-25, CITY TIME SQUARE, BASAK MARIGONDON ROAD. BARANGAY BASAK, LAPU LAPU CITY, CEBU",REGION VII,CEBU,LAPU-LAPU,,13576
HI-PRECISION DIAGNOSTICS-LILOAN,TEL.# (032) 2517-6278; 268-8606,"NORTH ROAD, LOOC, POBLACION, 6002, CEBU",REGION VII,CEBU,LILOAN,,11800
HI-PRECISION DIAGNOSTICS-LLORENTE,"TEL.#: (032)255-4131, 255-4133 TO 36, 256-0151 TO 54 FAX #: (032) 255-4138","WES BLDG., 28 J. LLORENTE ST., OSMEÑA BLVD., CEBU CITY",REGION VII,CEBU,CEBU CITY,,10718
HI-PRECISION DIAGNOSTICS-MACTAN,TEL.#: (032)520-1142,"M.V. PATALINGHUG JR. AVE., LAPU-LAPU CITY",REGION VII,CEBU,LAPU-LAPU,,11887
HI-PRECISION DIAGNOSTICS-MANDAUE,"TEL.# (032) 238-8600, 236-9600; FAX: (032)420-2453, 255-4138","DIAMOND-PLAZA BLDG., 2.M.C BRIONES, NATIONAL HIGHWAY, MANDAUE CITY, CEBU",REGION VII,CEBU,MANDAUE,,11888
HI-PRECISION DIAGNOSTICS-NAGA,TEL.# (032) 489-6939/517-3262 CP.#: 0917-7137150 ,"NORTH POBLACION, NAGA CITY, CEBU",REGION VII,CEBU,NAGA,,12596
HI-PRECISION DIAGNOSTICS-TABUNOK,"TEL.# (032) 236-6277, 236-6909","BULACAO, TABUNOK, TALISAY CITY, CEBU",REGION VII,CEBU,TALISAY,,11890
HJ LABORATORY AND DIAGNOSTIC CENTER-MACTAN,CP.#: 0917-1700898,"ROOM 34- CITY TIME SQUARE MACTAN, BARANGAY BASAK, LAPU-LAPU CITY, CEBU",REGION VII,CEBU,LAPU-LAPU,,13877
HJ LABORATORY AND DIAGNOSTIC CENTER,TEL.# (032) 414 0093; CP.#: 0961-8213144,"GROUND FLOOR GENNIS ARCADE, 17 DENOVIEMBRE,BARANGAY ALIWANAY, BALAMBAN, CEBU",REGION VII,CEBU,BALAMBAN,,13068
IHEARBETTERNOW CORP. (IHEARBETTERNOW HEARING AND ENT CENTER-LAPU-LAPU),TEL.#: (032) 340 0376; 0932-8901408; 0917-7044350,"UNIT 2-28, 2ND FLOOR CITY TIME SQUARE-MACTAN, BASAK MARIGONDON ROAD, BARANGAY BASAK, LAPU-LAPU CITY, CEBU",REGION VII,CEBU,LAPU-LAPU,,13943
IHEARBETTERNOW CORP. (IHEARBETTERNOW HEARING AND ENT CENTER-CEBU CITY),CP: 0917-7944327,"ROOM 424, 4F ROBINSONS CYBERGATE, BARANGAY CAPITOL SITE (POBLACION), CEBU CITY",REGION VII,CEBU,CEBU CITY,,13944
INTEGRATED CARDIOVASCULAR WELLNESS AND LIFESTYLE CENTER (HEARTHUB CARDIOVASCULAR LIFESTYLE & SPECIALTY CARE),TEL.# (032) 328-0617; CP.#: 0922-7305805,"UNIT 301, 3F, CITY TIME SQUARE 2, MANTAWE DRIVE, TIPOLO, MANDAUE CITY, CEBU",REGION VII,CEBU,MANDAUE,,11770
"KERALTY PRIME CEBU, INCORPORATED-CONSOLACION",CP: (0915) 490-5202,"NATIONAL HIGHWAY, BARANGAY CANSAGA, CONSOLACION, CEBU",REGION VII,CEBU,CONSOLACION,,13508
"KERALTY PRIME CEBU, INCORPORATED-OAKRIDGE",CP: (0917) 770-2268,"2F OAKRIDGE IT CENTER 1, OAKRIDGE BUSINESS PARK, 880 A.S. FORTUNA STREET, BARANGAY BANILAD, MANDAUE CITY, CEBU",REGION VII,CEBU,MANDAUE,,13509
"KERALTY PRIME CEBU, INCORPORATED-MACTAN","TEL.#(032) 505 5598, (032) 260 8062 CP. 0917-184-2579","CITY TIME SQUARE, MARIGODON ROAD, BARANGAY BASAK, LAPU-LAPU CITY, CEBU",REGION VII,CEBU,LAPU-LAPU,,13510
"LIFELAB DIAGNOSTICS, INC",TEL.#:(032) 420-9066; CP.#: 0922-6872476,"2F TSI BUILDING, OUANO AVENUE, NORTH RECLAMATION AREA, MANDAUE CITY, CEBU",REGION VII,CEBU,MANDAUE,,11625
LORENZO DIAGNOSTIC LABORATORY,TEL.#:(032) 490-4879,"CARLITO UNO BUILDING, BARANGAY POBLACION WARD 1, MINGLANILLA, CEBU",REGION VII,CEBU,MINGLANILLA,,13764
LR MEDICAL LABORATORY AND CLINIC,"TEL.#: (032) 401-1163, 410-7485, 0997-0751608","2ND FLOOR ADELA BLDG., GEN. MAXILOM AVE., BRGY. COGON RAMOS, CEBU CITY, CEBU",REGION VII,CEBU,CEBU CITY,,11721
MAAYO MEDICAL CLINIC CORPORATION,TEL. #: (032) 888-2662,"NORTH PARK, U.N. AVENUE CORNER PLARIDEL STREET, ALANG-ALANG, MANDAUE CITY, CEBU",REGION VII,CEBU,MANDAUE,,12547
MACTAN MEDICAL AND DENTAL CENTER,"TEL.#: (032)340-7693, 342-8499; FAX: (032)340-7683","2/F BLK. C, MACTAN MARINA MALL, MEZ 1, LAPU-LAPU CITY",REGION VII,CEBU,LAPU-LAPU,,10533
"MANILA HEARING AID CENTER, INC. - CEBU",TEL: (032) 231-8445,"2/F SM CITY, NORTH RECLAMATION AREA, CEBU CITY",REGION VII,CEBU,CEBU CITY,,11874
MEDICUS CEBU (OMNICARE DIAGNOSTIC SERVICES INCORPORATED),TEL. # (032) 254-8949 CP.#: 0942-0784750,"ZR AND DC BUILDING, OSMEÑA BOULEVARD, J. LORENTE STREET, CEBU CITY ",REGION VII,CEBU,CEBU CITY,,12416
METRO CEBU KIDNEY DIALYSIS CENTER INC.(FOR DIALYSIS PROCEDURES ONLY),TEL.#: (032)254-4715/ 032-402-9469,"979 V. RAMA AVENUE, GUADALUPE, CEBU CITY ",REGION VII,CEBU,CEBU CITY,,11519
MHAM DIAGNOSTICS AND MEDICAL INC.,"TEL.#: (032) 263-0045, CP: (0906) 406-6419, (0927) 430-1948","MHAM BUILDING, R. DUTERTE ST., BANAWA-GUADALUPE, BARANGAY GUADALUPE, CEBU CITY",REGION VII,CEBU,CEBU CITY,,13600
"MYHEALTH CLINIC CEBU (EQUICOM HEALTH SERVICES INC.) (FORMERLY| STOCKTON HEALTH SERVICES, INC. )",TEL.#: (032)268-8502  M:0917-599-2402,"3RD LEVEL ROBINSON'S CYBERGATE MALL FUENTE OSMEÑA, CEBU CITY 6000",REGION VII,CEBU,CEBU CITY,,13987
NEW WORLD DIAGNOSTICS INC. (CEBU BRANCH),TEL.#: 8790-8888 LOC. 640  EMAIL: CEBU@NWDI.COM.PH,"267 OSMENA BOULEVARD, BARANGAY SANTA CRUZ (POBLACION) 6000 CEBU CITY, CEBU",REGION VII,CEBU,CEBU CITY,,14050
OASIS DIAGNOSTIC & LABORATORY CENTER,TEL.#: (032) 434 5159 CP.#: 0966 411 1201; 0947 9889131,"SIM BOGO PARK P. RODRIGUEZ ST., BARANGAY LA PURISSIMA CONCEPCION (POBLACION), BOGO CITY, CEBU",REGION VII,CEBU,BOGO,,12966
OMDC-PRIME MEDICAL DIAGNOSTICS (FORMERLY: OPON MEDICAL DIAGNOSTIC CORPORATION),TEL #: (032) 495-3252; CP: 0917-628-101; 0932-650-2650,"MACTAN TOWN CENTER, BASAK, LAPU-LAPU CITY, CEBU",REGION VII,CEBU,LAPU-LAPU,,11864
REVIVE PLUS HEALTH AND WELLNESS INC.,"TEL.#: (032) 412-3657, CP.: (0917) 881-6627","G-31 GROUND FLOOR ULTIMA RESIDENCES TOWER 3, OSMENA BOULEVARD, BARANGAY COGON RAMOS (POB.) CEBU CITY",REGION VII,CEBU,CEBU CITY,,13589
SATO CARCAR AND MATERNITY AND CHILDREN'S CLINIC AND LABORATORY (CARCAR MATERNITY AND CHILDREN'S CLINIC),TEL.#: (032) 487-8976; CP.#: 0922-8374183; 0920-9015853; 0923-2474321,"GENERAL LUNA STREET, POBLACION II, CARCAR CITY, CEBU",REGION VII,CEBU,CARCAR,,12731
PRIME CARE CEBU (MEDGRUPPE POLYCLINICS AND DIAGNOSTICS CTR INC),TEL.#: (032)232-2273; FAX: (032)234-2273,"2ND LEVEL APM CENTRALE 
MALL, SORIANO AVENUE, MABOLO, CEBU CITY",REGION VII,CEBU,CEBU CITY,,10577
"HEALTHWAY MEDICAL- CEBU (HMC,INC.)",TEL.# (032) 267-0344; CP.#: (0917) 822-8637; (0956) 356-8369,"LEVEL 3, AYALA BUSINESS CENTER PARK, BARANGAY LUZ, CEBU CITY",REGION VII,CEBU,CEBU CITY,,14080
REHAB SOLUTIONS INC,TEL.#: (032) 233-9314,"G/F SPC MED SPECIALTY BUILDING, PSW GORONDO AVE. KAMPUTHAW, CEBU CITY 6000",REGION VII,CEBU,CEBU CITY,,11648
STANFORD LABORATORY & DIAGNOSTIC CLINIC,"TEL.#: (032)253-2029, 255-7353; FAX: (032)253-9359","G/F AVON PLAZA OSMEÑA BLVD. CAPITOL SITE, CEBU CITY",REGION VII,CEBU,CEBU CITY,,10599
THE MEDICAL CITY CLINIC- CENTRAL BLOC CEBU,CP: (0977) 832-7150,"
F & B 8 LEVEL 3 AYALA MALLS CENTRAL BLOC CEBU IT PARK APAS 6000, CEBU CITY (CAPITAL), CEBU
",REGION VII,CEBU,CEBU CITY,,14126
TOTAL HEALTH CHECK DIAGNOSTIC CORP.,"TEL.#: (032)268-8728, 412-3973","J. LLORENTE ST., CAPITOL SITE, CEBU CITY",REGION VII,CEBU,CEBU CITY,,10927
VISUAL SENSE CATARACT CENTER CORPORATION,TEL.#: (032) 255-0663; CP.#: 0995-4677622; 0917-8282944,"UNITED CHURCH CHRIST IN THE PHILIPPINES (UCCP) SHALOM CENTER, 85 OSMEÑA BOULEVARD, STA. CRUZ, CEBU CITY",REGION VII,CEBU,CEBU CITY,,12652
ASSOCIATED EYE SPECIALIST (CEBU) CO.-DUMAGUETE,CP.#: 0935-9143031; 0919-0826780,"HYPERMART VALENCIA ROAD, BARANGAY BAGACAY, DUMAGUETE CITY, NEGROS ORIENTAL",REGION VII,NEGROS ORIENTAL,DUMAGUETE,,13010
BIOLAB DIAGNOSTICS,TEL. #: (035) 420-0713; 0935-3153616,"DARO BRICKS NATIONAL HIGHWAY, DUMAGUETE CITY, NEGROS ORIENTAL",REGION VII,NEGROS ORIENTAL,DUMAGUETE,,12638
METRO DUMAGUETE DIAGNOSTIC CARE AND LABORATORY SERVICES (DIAGCARE),CP.#: 0906-6010792,"MAXIMA LIMQUIACO BUILDING, DR. V. LOCSIN STREET, DUMAGUETE CITY, NEGROS ORIENTAL",REGION VII,NEGROS ORIENTAL,DUMAGUETE,,11657
NEGROS ORIENTAL HOSPITAL & HEALTH SERVICES COOP.,TEL.#: (035)421-0326,"UYMATIAO BLDG., STA. ROSA ST., DUMAGUETE CITY",REGION VII,NEGROS ORIENTAL,DUMAGUETE,,10823
ACCU-RIGHT MEDICAL AND DIAGNOSTIC CENTER,CP: (0956) 786-3465,"2ND FLOOR, ELORCHA REALTY, BARANGAY LUNTAD (POBLACION), 6501 PALO, LEYTE",REGION VIII,NORTHERN LEYTE,PALO,,13844
"ASIA RENAL CARE PHILIPPINES, INC.-ORMOC",TELEFAX: (053)561-3023; MOBILE: 09178094197,"OSMENA ST. ORMOC CITY, LEYTE",REGION VIII,NORTHERN LEYTE,ORMOC,,11694
DIVINE RAYS DIAGNOSTIC AND MEDICAL SUPPLIES,TEL. #: (053) 321-7999 CP.#: 0975-3970019; 0906-3957649,"DR BLDG., AVENIDA VETERANOS ST., TACLOBAN CITY",REGION VIII,NORTHERN LEYTE,TACLOBAN,,11616
DIVINE RAYS DIAGNOSTIC AND MEDICAL SUPPLIES-ORMOC,CP. (0950) 245-7131,"LILIA AVENUE, BARANGAY COGON COMBADO, ORMOC CITY, LEYTE",REGION VIII,NORTHERN LEYTE,ORMOC,,13927
GERONIMO DIAGNOSTIC CENTER,"TEL.#: (065) 212-9685, CP.#: 0917-1098461","NATIONAL HIGHWAY, BARANGAY MINAOG, DIPOLOG CITY, ZAMBOANGA DEL NORTE",REGION IX,ZAMBOANGA DEL NORTE,DIPOLOG,,13841
QUEST AND RELIANCE DIAGNOSTIC CENTER INC,"CP: (0917) 581-4818, (0999) 888-6694","UNIT A, M BLOCK BUILDING, MARASBARAS, BARANGAY 77, TACLOBAN CITY, LEYTE 6500",REGION VIII,NORTHERN LEYTE,TACLOBAN,,13554
RAPHAH MEDICAL AND DIAGNOSTIC CENTER OPC,"TEL.#: (053) 888-3897, CP.#: (0917) 308-7471, (0998) 887-7760","605 REAL ST., BRGY. 60-, SAGKAHAN, TACLOBAN CITY, LEYTE",REGION VIII,NORTHERN LEYTE,TACLOBAN,,14093
TACLOBAN DIALYSIS CARE INC,"CP: (0917) 421-7870, (0977) 692-5714, (0992) 354-3197 ","306 REAL STREET, PAMPONGO DISTRICT, BARANGAY 31,TACLOBAN CITY, LEYTE 6500",REGION VIII,NORTHERN LEYTE,TACLOBAN,,13709
ULTRASCAN DIAGNOSTIC CLINIC (FORMERLY: ULTRASCAN DX CTR & HEALTH SERVICES),TEL.#: (053)523-9865; CP.#: 0927-0351898;,"SENATOR ENAGE COR. T. CLAUDIO ST., TACLOBAN CITY, NORTHERN LEYTE",REGION VIII,NORTHERN LEYTE,TACLOBAN,,10536
GUIUAN CLINICAL LABORATORY AND DRUG TESTING CENTER,CP#: 0915-7150354,"LUGAY ST., GUIUAN, EASTERN SAMAR",REGION VIII,EASTERN SAMAR,GUIUAN,,12500
DIVINE RAYS DIAGNOSTIC & MEDICAL SUPPLIES-CATARMAN,TEL. #: 055-2518525,"ROXAS ST. BRGY JP RIZAL CATARMAN, NORTHERN SAMAR",REGION VIII,NORTHERN SAMAR,CATARMAN,,11613
ST. CLARE MEDICAL CLINICAL & DRUG TESTING LABORATORY,CP: 0906-4936780,"J.P. RIZAL ST. BRGY. ACACIA, CATARMAN, NORTHERN SAMAR",REGION VIII,NORTHERN SAMAR,CATARMAN,,10907
DIVINE RAYS DIAGNOSTIC & MEDICAL-MAASIN,TEL.#: (053) 3812245; CP.#: 0906-5150513,"R. KANGLEON ST. BRGYMANTAHAN, MAASIN CITY 6600, SOUTHERN LEYTE ",REGION VIII,SOUTHERN LEYTE,MAASIN,,11614
DIVINE RAYS DIAGNOSTIC & MEDICAL CENTER-SOGOD,CP.#: 0927-3854846,"OSMEÑA ST. ZONE II SOGOD 6606, SOUTHERN LEYTE ",REGION VIII,SOUTHERN LEYTE,SOGOD,,11615
DIVINE CLINICAL LABORATORY-CATBALOGAN,TEL. #: (055)251-6066,"RIZAL AVENUE, CATBALOGAN, WESTERN SAMAR",REGION VIII,WESTERN SAMAR,CATBALOGAN,,11397
DIVINE RAYS FAMILY HEALTH CARE CENTER,M: 0945-7051850,"MAGSAYSAY BOULEVARD, BARANGAY EAST AWANG, CALBAYOG CITY, WESTERN SAMAR",REGION VIII,WESTERN SAMAR,CALBAYOG,,12773
